mouseSpeed,linearMovement,clickRate,typeRate,averageResponseTime,mouseMovementsCount,clicksCount,userAgent,ip_address,label
0.290041858,0,0.216666667,2.583333333,369.5,77,13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",15.204.37.16,bot
0.290041858,0,0.216666667,2.583333333,369.5,77,13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",52.129.130.0/24,human
0.360589817,0,0.1,0,885,7,6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",208.78.132.0/23,human
0.30782987,0.1875,0.366666667,0,885,18,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",13.248.106.0/24,human
0.414111112,0.316326531,0.033333333,0,940.5,100,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",3.2.3.0/24,human
0.520075843,0.511363636,0,0,1405,90,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",3.113.218.68/30,human
0.442526208,0.0625,0.083333333,0,928,18,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",44.242.143.250/31,human
,,,,455,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",15.230.99.0/24,human
0.341783007,0.217391304,0.283333333,0,928,25,17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",124.101.250.109,bot
0.270491995,0.010204082,0.366666667,4.133333333,369.5,100,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",3.238.178.198/31,human
0.520075843,0.511363636,0,0,1405,90,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",65.20.222.86,bot
0.385944651,0,0.133333333,0,885,9,8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",54.183.0.0/16,human
0.272426699,0,0.066666667,1.033333333,369.5,25,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",45.149.241.79,bot
0.286430317,0,0.166666667,2.066666667,369.5,61,10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",156.232.9.164,bot
0.429419921,0.071428571,0.016666667,0.466666667,846,16,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",136.18.22.0/24,human
0.390609151,0.1,0.183333333,0,928,22,11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",14.103.117.91,bot
0.349291758,0.090909091,0.233333333,0,885,13,14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",15.230.81.0/24,human
0.299392935,0.153846154,0.3,0,885,15,18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",54.36.102.184,bot
,,,,633.5,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",140.246.168.245,bot
,,,,1644.5,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",15.181.112.0/22,human
0.27232145,0,0.316666667,3.616666667,369.5,100,19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",27.153.158.158,bot
0.270491995,0.010204082,0.366666667,4.133333333,369.5,100,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",52.81.232.0/26,human
0.279433406,0.214285714,0.333333333,0,885,16,20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",51.8.223.222,bot
0.429419921,0.071428571,0.016666667,0.466666667,846,16,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",44.210.64.0/22,human
0.27232145,0,0.316666667,3.616666667,369.5,100,19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",83.191.166.11,bot
0.338401833,0.15,0.433333333,0,885,22,26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",5.60.152.0/22,human
0.428688251,0,0.05,0,928,13,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",35.152.74.160/28,human
0.325244505,0.166666667,0.4,0,885,20,24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",45.116.78.68,bot
0.269854476,0.010204082,0.466666667,5.166666667,369.5,100,28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",119.68.112.105,bot
0.360589817,0,0.1,0,885,7,6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",35.96.8.0/24,human
0.43270778,0,0.066666667,0,885,6,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",43.245.98.23,bot
0.343061912,0,0.166666667,0,885,10,10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",54.230.200.0/21,human
0.43270778,0,0.066666667,0,885,6,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",52.61.40.64/29,human
0.43270778,0,0.066666667,0,885,6,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",15.248.28.0/22,human
0.442526208,0.0625,0.083333333,0,928,18,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",185.42.204.0/22,human
0.414111112,0.316326531,0.033333333,0,940.5,100,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",140.246.167.156,bot
0.329146234,0.136363636,0.466666667,0,885,24,28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",211.48.224.252,bot
,,,,455,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",115.127.82.114,bot
0.279739008,0,0.266666667,3.1,369.5,92,16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",3.5.160.0/22,human
0.37285419,0.142857143,0.216666667,0,928,23,13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",87.237.197.166,bot
0.196128296,0.428571429,0,0,1083,100,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",3.239.152.48/28,human
0.428688251,0,0.05,0,928,13,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",3.5.0.0/19,human
0.360589817,0,0.1,0,885,7,6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",15.193.6.0/24,human
0.269854476,0.010204082,0.466666667,5.166666667,369.5,100,28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",152.42.228.110,bot
0.329146234,0.136363636,0.466666667,0,885,24,28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",52.163.91.199,bot
1.293651109,0.418367347,0,0,940.5,100,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",15.222.151.171,bot
0.414111112,0.316326531,0.033333333,0,940.5,100,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",5.60.104.0/22,human
0.279739008,0,0.266666667,3.1,369.5,92,16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",97.107.141.168,bot
0.37285419,0.142857143,0.216666667,0,928,23,13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",3.36.167.80/28,human
0.349291758,0.090909091,0.233333333,0,885,13,14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",15.206.0.0/15,human
0.390609151,0.1,0.183333333,0,928,22,11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",95.182.101.207,bot
,,,,455,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",52.46.224.0/20,human
0.410139609,0.052631579,0.15,0,928,21,9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",101.36.121.72,bot
0.503941276,0.530612245,0,0,772,100,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",37.59.165.87,bot
0.429419921,0.071428571,0.016666667,0.466666667,846,16,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",20.214.159.245,bot
0.270491995,0.010204082,0.366666667,4.133333333,369.5,100,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",52.220.191.0/26,human
,,,,985.5,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",152.228.128.55,bot
0.279433406,0.214285714,0.333333333,0,885,16,20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",36.26.83.253,bot
0.308755721,0.111111111,0.2,0,885,11,12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",43.242.247.141,bot
0.196128296,0.428571429,0,0,1083,100,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",81.177.136.21,bot
0.270491995,0.010204082,0.366666667,4.133333333,369.5,100,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",52.93.127.181/32,human
0.308755721,0.111111111,0.2,0,885,11,12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",47.236.187.54,bot
0.360589817,0,0.1,0,885,7,6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",18.236.0.0/15,human
0.43270778,0,0.066666667,0,885,6,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",5.60.144.0/22,human
1.293651109,0.418367347,0,0,940.5,100,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",128.134.17.56,bot
0.414111112,0.316326531,0.033333333,0,940.5,100,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",64.62.156.115,bot
0.385944651,0,0.133333333,0,885,9,8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",188.138.1.39,bot
0.503941276,0.530612245,0,0,772,100,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",52.144.233.132/31,human
0.279739008,0,0.266666667,3.1,369.5,92,16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",221.156.137.103,bot
0.503941276,0.530612245,0,0,772,100,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",64.62.197.150,bot
0.368837761,0,0.016666667,0,928,7,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",35.72.164.240/28,human
,,,,455,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",52.95.177.0/24,human
0.269854476,0.010204082,0.466666667,5.166666667,369.5,100,28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",206.168.34.165,bot
0.272426699,0,0.066666667,1.033333333,369.5,25,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",15.230.79.64/26,human
0.385944651,0,0.133333333,0,885,9,8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",185.224.128.17,bot
0.270491995,0.010204082,0.366666667,4.133333333,369.5,100,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",104.153.115.0/24,human
0.286976039,0,0.116666667,1.55,369.5,44,7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",104.153.114.0/24,human
0.272426699,0,0.066666667,1.033333333,369.5,25,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",92.34.30.104,bot
0.385944651,0,0.133333333,0,885,9,8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",85.209.11.187,bot
0.286976039,0,0.116666667,1.55,369.5,44,7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",51.8.223.148,bot
0.325244505,0.166666667,0.4,0,885,20,24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",159.223.126.195,bot
0.428688251,0,0.05,0,928,13,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",43.134.126.236,bot
0.520075843,0.511363636,0,0,1405,90,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",1.7.229.162,bot
0.290041858,0,0.216666667,2.583333333,369.5,77,13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",3.5.56.0/22,human
0.343061912,0,0.166666667,0,885,10,10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",15.230.68.0/26,human
0.290041858,0,0.216666667,2.583333333,369.5,77,13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",51.16.238.0/23,human
0.343061912,0,0.166666667,0,885,10,10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",170.64.159.239,bot
0.341783007,0.217391304,0.283333333,0,928,25,17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",16.62.140.0/25,human
0.279433406,0.214285714,0.333333333,0,885,16,20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",99.77.158.0/24,human
0.196128296,0.428571429,0,0,1083,100,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",52.94.152.178/32,human
0.322423161,0.083333333,0.266666667,0,885,14,16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",165.154.254.28,bot
0.503941276,0.530612245,0,0,772,100,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",13.67.213.45,bot
0.356643138,0.181818182,0.25,0,928,24,15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",4.156.21.37,bot
0.270491995,0.010204082,0.366666667,4.133333333,369.5,100,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",52.93.127.68/32,human
0.30782987,0.1875,0.366666667,0,885,18,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",18.198.0.0/15,human
0.308755721,0.111111111,0.2,0,885,11,12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",195.17.0.0/24,human
,,,,455,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",198.98.48.33,bot
0.338401833,0.15,0.433333333,0,885,22,26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",15.230.130.0/24,human
0.329146234,0.136363636,0.466666667,0,885,24,28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",15.230.254.2/31,human
0.299392935,0.153846154,0.3,0,885,15,18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",104.131.14.208,bot
0.368837761,0,0.016666667,0,928,7,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",123.205.121.86,bot
,,,,985.5,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",124.48.104.172,bot
0.30782987,0.1875,0.366666667,0,885,18,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",139.56.34.0/24,human
,,,,1644.5,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",159.65.127.72,bot
0.270491995,0.010204082,0.366666667,4.133333333,369.5,100,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",35.71.120.0/24,human
0.279739008,0,0.266666667,3.1,369.5,92,16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",147.135.23.105,bot
0.308755721,0.111111111,0.2,0,885,11,12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",3.36.167.28/30,human
,,,,455,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",185.202.113.117,bot
0.290041858,0,0.216666667,2.583333333,369.5,77,13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",46.249.101.149,bot
,,,,455,0,0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",3.228.173.192/26,human
0.327120577,0.336734694,0,0,881.5,100,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",103.86.198.162,bot
0.329146234,0.136363636,0.466666667,0,885,24,28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",103.29.85.13,bot
0.329146234,0.136363636,0.466666667,0,885,24,28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/131.0.0.0 Safari/537.36",150.222.44.160/27,human
0.269854476,0.010204082,0.466666667,5.166666667,369.5,100,28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",54.183.0.0/16,human
